№ Тиражей;№Поз 1;№Поз 2;№Поз 3;№Поз 4;№Поз 5;№Поз 6;№Поз 7;№Поз 8;№Поз 9;№Поз 10;№Поз 11;№Поз 12;№Поз 13;№Поз 14;№Поз 15;№Поз 16;№Поз 17;№Поз 18;№Поз 19;№Поз 20
112_121;1,66666667;3,33333333;3,33333333;2,50000000;1,66666667;2,50000000;5,00000000;2,00000000;1,66666667;5,00000000;10,00000000;-;5,00000000;2,00000000;2,50000000;5,00000000;3,33333333;2,50000000;2,50000000;2,50000000
113_122;2,00000000;5,00000000;2,50000000;2,00000000;10,00000000;2,00000000;5,00000000;3,33333333;2,00000000;2,00000000;2,00000000;2,00000000;2,00000000;10,00000000;1,66666667;2,00000000;3,33333333;2,50000000;2,50000000;2,50000000
114_123;2,50000000;10,00000000;2,50000000;5,00000000;5,00000000;2,00000000;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;2,00000000;2,50000000;1,66666667;2,50000000;5,00000000;1,66666667;5,00000000;2,00000000;2,50000000
115_124;2,50000000;1,66666667;2,50000000;1,66666667;3,33333333;1,66666667;5,00000000;1,66666667;2,00000000;2,00000000;1,66666667;2,00000000;3,33333333;2,00000000;2,50000000;1,66666667;2,50000000;1,66666667;2,00000000;10,00000000
116_125;2,50000000;1,66666667;1,66666667;2,50000000;3,33333333;3,33333333;1,66666667;5,00000000;2,00000000;2,50000000;10,00000000;5,00000000;2,00000000;3,33333333;5,00000000;2,50000000;3,33333333;5,00000000;2,50000000;2,00000000
117_126;5,00000000;2,50000000;1,66666667;3,33333333;2,00000000;3,33333333;2,50000000;3,33333333;3,33333333;2,50000000;3,33333333;3,33333333;2,00000000;5,00000000;3,33333333;3,33333333;2,50000000;-;5,00000000;2,50000000
118_127;2,00000000;3,33333333;3,33333333;5,00000000;1,66666667;5,00000000;3,33333333;1,66666667;2,50000000;2,50000000;5,00000000;3,33333333;1,66666667;-;2,00000000;2,00000000;2,50000000;2,50000000;2,50000000;5,00000000
119_128;2,50000000;2,50000000;5,00000000;2,00000000;5,00000000;3,33333333;2,50000000;5,00000000;1,66666667;2,50000000;3,33333333;10,00000000;3,33333333;2,50000000;3,33333333;3,33333333;3,33333333;3,33333333;5,00000000;2,00000000
120_129;10,00000000;2,00000000;2,50000000;5,00000000;2,50000000;3,33333333;2,50000000;1,66666667;5,00000000;3,33333333;3,33333333;3,33333333;2,00000000;5,00000000;2,00000000;3,33333333;3,33333333;5,00000000;3,33333333;2,50000000
121_130;2,00000000;2,00000000;3,33333333;2,50000000;1,66666667;2,00000000;1,66666667;3,33333333;3,33333333;2,50000000;2,50000000;3,33333333;5,00000000;1,66666667;5,00000000;2,00000000;5,00000000;2,50000000;5,00000000;3,33333333
122_131;3,33333333;2,00000000;2,00000000;5,00000000;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000;1,66666667;5,00000000;5,00000000;2,50000000;5,00000000;5,00000000;-;3,33333333;2,00000000;2,50000000;1,66666667
123_132;2,00000000;3,33333333;3,33333333;2,00000000;5,00000000;3,33333333;2,00000000;2,50000000;2,00000000;3,33333333;2,50000000;10,00000000;5,00000000;3,33333333;3,33333333;3,33333333;3,33333333;5,00000000;2,00000000;3,33333333
124_133;1,66666667;2,00000000;1,66666667;2,00000000;1,66666667;3,33333333;5,00000000;2,50000000;1,42857143;3,33333333;5,00000000;10,00000000;2,00000000;2,00000000;2,50000000;1,66666667;5,00000000;2,50000000;2,50000000;2,00000000
125_134;1,66666667;2,50000000;1,66666667;3,33333333;1,66666667;3,33333333;1,25000000;2,50000000;5,00000000;2,00000000;5,00000000;5,00000000;3,33333333;5,00000000;5,00000000;1,66666667;5,00000000;2,50000000;2,50000000;5,00000000
126_135;3,33333333;5,00000000;2,00000000;2,50000000;1,42857143;5,00000000;2,00000000;5,00000000;2,50000000;2,50000000;2,50000000;2,50000000;5,00000000;2,50000000;2,50000000;10,00000000;5,00000000;3,33333333;2,50000000;2,50000000
127_136;2,50000000;3,33333333;2,00000000;2,50000000;3,33333333;3,33333333;3,33333333;3,33333333;2,50000000;2,00000000;3,33333333;2,00000000;2,00000000;5,00000000;3,33333333;3,33333333;5,00000000;2,00000000;5,00000000;3,33333333
128_137;3,33333333;1,66666667;3,33333333;2,50000000;3,33333333;2,50000000;10,00000000;1,66666667;2,00000000;2,50000000;2,50000000;1,25000000;2,50000000;3,33333333;2,50000000;5,00000000;5,00000000;2,50000000;3,33333333;2,50000000
129_138;10,00000000;1,66666667;2,00000000;10,00000000;3,33333333;1,66666667;3,33333333;2,50000000;2,50000000;5,00000000;10,00000000;1,66666667;3,33333333;2,50000000;3,33333333;2,00000000;1,66666667;5,00000000;2,00000000;3,33333333
130_139;2,50000000;3,33333333;2,50000000;5,00000000;2,00000000;2,00000000;2,50000000;2,00000000;1,66666667;2,00000000;2,50000000;3,33333333;2,00000000;3,33333333;3,33333333;1,66666667;3,33333333;5,00000000;2,00000000;5,00000000
131_140;5,00000000;5,00000000;2,50000000;5,00000000;3,33333333;5,00000000;3,33333333;5,00000000;1,66666667;5,00000000;3,33333333;3,33333333;2,00000000;2,50000000;2,00000000;3,33333333;10,00000000;5,00000000;5,00000000;5,00000000
132_141;2,50000000;2,50000000;2,00000000;2,50000000;2,50000000;2,50000000;2,00000000;2,50000000;3,33333333;3,33333333;3,33333333;5,00000000;3,33333333;5,00000000;10,00000000;2,50000000;10,00000000;1,42857143;2,50000000;5,00000000
133_142;5,00000000;1,66666667;3,33333333;2,50000000;2,50000000;1,66666667;10,00000000;2,50000000;1,66666667;2,50000000;3,33333333;2,00000000;2,50000000;2,50000000;1,42857143;2,50000000;2,50000000;3,33333333;2,50000000;2,00000000
134_143;3,33333333;2,50000000;1,66666667;1,42857143;3,33333333;1,66666667;3,33333333;2,50000000;2,00000000;2,50000000;5,00000000;2,00000000;5,00000000;10,00000000;3,33333333;2,50000000;5,00000000;5,00000000;1,66666667;1,66666667
135_144;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;2,00000000;2,00000000;2,50000000;1,66666667;2,50000000;5,00000000;3,33333333;10,00000000;2,00000000;3,33333333;3,33333333;3,33333333;-;5,00000000;3,33333333
136_145;3,33333333;2,00000000;1,66666667;2,50000000;2,00000000;1,66666667;2,00000000;5,00000000;2,50000000;3,33333333;3,33333333;2,50000000;2,00000000;2,50000000;5,00000000;2,00000000;2,00000000;3,33333333;5,00000000;3,33333333
137_146;3,33333333;5,00000000;1,66666667;1,66666667;1,66666667;3,33333333;3,33333333;2,50000000;5,00000000;2,00000000;3,33333333;2,50000000;5,00000000;2,50000000;5,00000000;5,00000000;5,00000000;5,00000000;2,50000000;2,50000000
138_147;3,33333333;5,00000000;2,50000000;2,50000000;3,33333333;3,33333333;1,66666667;2,50000000;5,00000000;2,50000000;2,00000000;10,00000000;2,00000000;10,00000000;5,00000000;3,33333333;5,00000000;5,00000000;2,00000000;3,33333333
139_148;2,50000000;1,66666667;5,00000000;2,00000000;2,50000000;3,33333333;5,00000000;1,66666667;2,50000000;3,33333333;3,33333333;5,00000000;10,00000000;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;2,00000000;2,50000000
140_149;3,33333333;3,33333333;2,50000000;2,50000000;2,00000000;2,50000000;3,33333333;3,33333333;2,50000000;2,50000000;3,33333333;2,00000000;3,33333333;2,50000000;3,33333333;2,50000000;5,00000000;2,50000000;5,00000000;2,00000000
141_150;2,00000000;3,33333333;2,50000000;3,33333333;5,00000000;2,50000000;2,00000000;2,50000000;2,00000000;2,50000000;2,00000000;-;5,00000000;5,00000000;2,50000000;2,50000000;10,00000000;2,50000000;2,50000000;2,50000000
142_151;2,50000000;1,66666667;2,50000000;2,50000000;2,00000000;3,33333333;2,00000000;2,00000000;2,50000000;3,33333333;2,50000000;3,33333333;2,50000000;2,50000000;5,00000000;5,00000000;3,33333333;10,00000000;10,00000000;1,66666667
143_152;2,00000000;2,50000000;2,50000000;2,00000000;3,33333333;2,50000000;5,00000000;3,33333333;5,00000000;1,66666667;2,50000000;5,00000000;10,00000000;2,50000000;3,33333333;5,00000000;3,33333333;5,00000000;2,50000000;2,00000000
144_153;5,00000000;1,66666667;1,66666667;2,50000000;5,00000000;3,33333333;2,50000000;1,66666667;5,00000000;3,33333333;2,50000000;3,33333333;2,50000000;2,50000000;5,00000000;2,50000000;5,00000000;5,00000000;2,50000000;5,00000000
145_154;3,33333333;5,00000000;1,66666667;2,50000000;2,50000000;1,66666667;5,00000000;2,00000000;3,33333333;2,50000000;2,00000000;5,00000000;2,50000000;2,50000000;2,00000000;2,50000000;3,33333333;3,33333333;2,00000000;3,33333333
146_155;2,50000000;3,33333333;10,00000000;2,50000000;2,00000000;1,66666667;5,00000000;2,50000000;3,33333333;3,33333333;2,00000000;5,00000000;10,00000000;3,33333333;10,00000000;2,00000000;2,00000000;2,50000000;2,50000000;5,00000000
147_156;2,00000000;2,00000000;2,50000000;1,66666667;3,33333333;2,00000000;2,00000000;2,50000000;3,33333333;2,50000000;2,50000000;5,00000000;3,33333333;2,00000000;2,50000000;10,00000000;5,00000000;3,33333333;2,00000000;3,33333333
148_157;3,33333333;2,00000000;3,33333333;2,00000000;2,50000000;2,00000000;2,00000000;5,00000000;2,00000000;5,00000000;2,00000000;2,00000000;2,50000000;5,00000000;2,00000000;3,33333333;2,00000000;3,33333333;1,66666667;2,00000000
149_158;1,66666667;2,00000000;2,50000000;3,33333333;3,33333333;1,66666667;2,00000000;2,50000000;3,33333333;2,00000000;3,33333333;-;-;3,33333333;3,33333333;-;10,00000000;5,00000000;5,00000000;10,00000000
150_159;5,00000000;5,00000000;2,00000000;2,00000000;1,66666667;5,00000000;2,00000000;1,66666667;2,50000000;1,42857143;5,00000000;2,50000000;1,66666667;2,00000000;3,33333333;2,00000000;3,33333333;5,00000000;2,50000000;5,00000000
151_160;3,33333333;2,50000000;2,50000000;3,33333333;2,50000000;5,00000000;5,00000000;2,00000000;2,00000000;10,00000000;2,00000000;2,50000000;2,50000000;3,33333333;2,50000000;5,00000000;10,00000000;10,00000000;5,00000000;10,00000000
152_161;3,33333333;5,00000000;3,33333333;2,50000000;2,50000000;2,50000000;5,00000000;2,50000000;2,50000000;5,00000000;5,00000000;2,00000000;2,00000000;2,00000000;3,33333333;3,33333333;5,00000000;2,50000000;3,33333333;5,00000000
153_162;5,00000000;1,42857143;10,00000000;2,50000000;2,00000000;5,00000000;2,50000000;3,33333333;1,42857143;2,50000000;5,00000000;3,33333333;5,00000000;3,33333333;2,00000000;2,00000000;3,33333333;3,33333333;3,33333333;3,33333333
154_163;1,66666667;1,66666667;2,00000000;5,00000000;2,50000000;2,00000000;3,33333333;2,50000000;3,33333333;3,33333333;5,00000000;3,33333333;2,50000000;2,00000000;2,50000000;10,00000000;1,66666667;2,50000000;1,42857143;2,00000000
155_164;2,50000000;5,00000000;2,00000000;5,00000000;1,66666667;2,00000000;3,33333333;3,33333333;2,00000000;1,66666667;3,33333333;2,00000000;3,33333333;2,00000000;3,33333333;5,00000000;1,66666667;2,00000000;5,00000000;2,00000000
156_165;2,00000000;2,50000000;2,50000000;3,33333333;3,33333333;3,33333333;2,50000000;2,50000000;1,66666667;2,50000000;5,00000000;3,33333333;2,50000000;5,00000000;2,00000000;3,33333333;5,00000000;5,00000000;5,00000000;2,50000000
157_166;2,50000000;2,00000000;2,50000000;1,66666667;2,00000000;10,00000000;3,33333333;1,66666667;2,00000000;3,33333333;2,50000000;3,33333333;2,50000000;10,00000000;3,33333333;10,00000000;3,33333333;3,33333333;2,00000000;2,50000000
158_167;5,00000000;2,00000000;5,00000000;3,33333333;3,33333333;2,50000000;3,33333333;3,33333333;10,00000000;2,00000000;2,50000000;1,66666667;2,50000000;3,33333333;3,33333333;1,66666667;5,00000000;-;3,33333333;2,50000000
159_168;2,50000000;2,50000000;2,00000000;2,00000000;3,33333333;2,50000000;3,33333333;1,66666667;3,33333333;2,50000000;5,00000000;10,00000000;2,50000000;5,00000000;2,50000000;5,00000000;2,50000000;1,66666667;3,33333333;2,00000000
160_169;1,66666667;2,50000000;2,00000000;5,00000000;3,33333333;3,33333333;2,50000000;2,00000000;2,00000000;3,33333333;3,33333333;2,50000000;2,00000000;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;2,00000000;2,50000000
161_170;2,50000000;2,00000000;2,00000000;2,50000000;2,50000000;2,00000000;2,00000000;2,50000000;5,00000000;2,00000000;2,00000000;5,00000000;1,66666667;2,50000000;2,50000000;2,00000000;2,50000000;-;3,33333333;3,33333333
162_171;3,33333333;10,00000000;2,00000000;5,00000000;2,00000000;3,33333333;2,50000000;3,33333333;1,66666667;2,00000000;2,00000000;3,33333333;2,50000000;1,66666667;-;2,00000000;10,00000000;3,33333333;10,00000000;2,00000000
163_172;1,66666667;2,00000000;3,33333333;3,33333333;2,00000000;2,50000000;5,00000000;2,00000000;2,00000000;1,66666667;2,00000000;3,33333333;2,50000000;2,00000000;3,33333333;2,00000000;2,00000000;2,00000000;3,33333333;3,33333333
164_173;2,00000000;2,00000000;5,00000000;2,50000000;2,50000000;1,66666667;3,33333333;1,66666667;3,33333333;1,66666667;1,66666667;5,00000000;2,50000000;3,33333333;10,00000000;-;2,50000000;1,66666667;-;5,00000000
165_174;2,50000000;5,00000000;2,00000000;2,50000000;2,00000000;2,50000000;2,50000000;2,50000000;1,66666667;5,00000000;10,00000000;2,00000000;10,00000000;2,00000000;3,33333333;2,00000000;-;3,33333333;2,00000000;3,33333333
166_175;1,66666667;2,50000000;2,00000000;5,00000000;2,50000000;3,33333333;10,00000000;2,50000000;2,50000000;1,66666667;5,00000000;2,50000000;10,00000000;10,00000000;2,00000000;2,50000000;5,00000000;2,00000000;1,66666667;2,50000000
167_176;2,00000000;1,66666667;3,33333333;2,50000000;2,50000000;1,25000000;2,50000000;2,50000000;3,33333333;1,66666667;10,00000000;3,33333333;2,50000000;1,42857143;2,00000000;2,00000000;3,33333333;3,33333333;2,00000000;3,33333333
168_177;2,50000000;3,33333333;1,66666667;2,50000000;2,50000000;1,66666667;2,00000000;2,50000000;3,33333333;2,00000000;2,50000000;3,33333333;2,00000000;-;2,00000000;10,00000000;3,33333333;1,25000000;2,00000000;5,00000000
169_178;3,33333333;1,66666667;1,66666667;5,00000000;5,00000000;3,33333333;3,33333333;2,00000000;3,33333333;1,66666667;5,00000000;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000;2,50000000;2,50000000;10,00000000;2,50000000
170_179;3,33333333;2,00000000;2,50000000;1,42857143;3,33333333;2,50000000;5,00000000;2,50000000;1,42857143;2,50000000;5,00000000;5,00000000;2,00000000;5,00000000;1,66666667;2,00000000;1,66666667;2,50000000;1,66666667;-
171_180;2,50000000;1,42857143;2,50000000;3,33333333;2,50000000;2,50000000;2,50000000;2,00000000;2,50000000;1,42857143;3,33333333;3,33333333;1,66666667;2,00000000;5,00000000;3,33333333;-;2,00000000;2,00000000;3,33333333
172_181;3,33333333;2,00000000;2,00000000;2,50000000;5,00000000;5,00000000;2,50000000;1,66666667;2,00000000;2,50000000;3,33333333;2,50000000;3,33333333;3,33333333;3,33333333;3,33333333;3,33333333;3,33333333;3,33333333;3,33333333
173_182;2,50000000;1,66666667;2,50000000;3,33333333;1,66666667;3,33333333;5,00000000;2,50000000;10,00000000;2,50000000;5,00000000;5,00000000;2,50000000;3,33333333;10,00000000;2,00000000;3,33333333;2,50000000;3,33333333;2,50000000
174_183;2,00000000;2,00000000;2,50000000;3,33333333;2,50000000;2,50000000;2,00000000;3,33333333;2,00000000;2,50000000;5,00000000;5,00000000;1,66666667;1,66666667;1,66666667;2,50000000;3,33333333;3,33333333;3,33333333;2,50000000
175_184;2,50000000;1,66666667;2,50000000;1,42857143;3,33333333;5,00000000;3,33333333;3,33333333;2,00000000;2,00000000;2,50000000;3,33333333;10,00000000;5,00000000;2,50000000;2,00000000;5,00000000;5,00000000;3,33333333;3,33333333
176_185;3,33333333;3,33333333;2,50000000;5,00000000;3,33333333;2,00000000;5,00000000;3,33333333;3,33333333;2,00000000;2,00000000;3,33333333;5,00000000;2,00000000;10,00000000;2,00000000;2,00000000;2,00000000;10,00000000;10,00000000
177_186;5,00000000;1,66666667;2,00000000;3,33333333;1,66666667;3,33333333;3,33333333;10,00000000;2,00000000;5,00000000;3,33333333;2,50000000;10,00000000;2,00000000;5,00000000;2,00000000;3,33333333;10,00000000;1,66666667;2,50000000
178_187;3,33333333;2,50000000;2,00000000;2,00000000;2,50000000;1,66666667;2,50000000;1,66666667;3,33333333;2,00000000;1,66666667;3,33333333;3,33333333;2,50000000;2,00000000;1,66666667;10,00000000;2,00000000;3,33333333;2,50000000
179_188;2,50000000;2,50000000;2,50000000;2,50000000;5,00000000;3,33333333;3,33333333;5,00000000;2,50000000;5,00000000;3,33333333;5,00000000;2,50000000;5,00000000;-;1,66666667;2,50000000;2,50000000;3,33333333;5,00000000
180_189;3,33333333;3,33333333;1,66666667;3,33333333;2,50000000;2,00000000;2,00000000;3,33333333;2,00000000;2,00000000;3,33333333;2,50000000;2,50000000;1,66666667;5,00000000;10,00000000;5,00000000;5,00000000;10,00000000;5,00000000
181_190;2,50000000;2,50000000;2,00000000;3,33333333;2,00000000;2,50000000;2,50000000;2,00000000;1,66666667;3,33333333;2,50000000;5,00000000;3,33333333;-;2,50000000;2,00000000;3,33333333;2,50000000;2,00000000;2,50000000
182_191;5,00000000;2,00000000;2,50000000;1,66666667;2,50000000;1,66666667;3,33333333;3,33333333;2,00000000;2,50000000;2,50000000;5,00000000;3,33333333;2,00000000;2,00000000;2,50000000;2,50000000;3,33333333;3,33333333;2,50000000
183_192;3,33333333;2,00000000;3,33333333;2,50000000;3,33333333;2,50000000;3,33333333;2,50000000;2,00000000;2,50000000;3,33333333;2,50000000;2,00000000;3,33333333;3,33333333;2,00000000;2,00000000;2,00000000;2,50000000;5,00000000
184_193;2,50000000;2,00000000;2,00000000;2,50000000;2,00000000;5,00000000;2,50000000;2,50000000;2,00000000;1,66666667;1,66666667;5,00000000;1,66666667;10,00000000;2,00000000;1,66666667;2,50000000;5,00000000;3,33333333;3,33333333
185_194;3,33333333;2,50000000;3,33333333;3,33333333;2,50000000;2,50000000;2,00000000;2,50000000;2,50000000;2,00000000;1,42857143;5,00000000;3,33333333;5,00000000;2,50000000;3,33333333;1,66666667;10,00000000;1,66666667;5,00000000
186_195;3,33333333;1,42857143;3,33333333;2,50000000;1,66666667;2,50000000;2,50000000;2,00000000;2,00000000;1,66666667;2,50000000;3,33333333;2,50000000;2,50000000;2,00000000;2,00000000;2,00000000;2,50000000;3,33333333;5,00000000
187_196;3,33333333;2,00000000;3,33333333;3,33333333;3,33333333;1,66666667;1,66666667;2,50000000;1,66666667;5,00000000;2,50000000;3,33333333;2,50000000;2,00000000;5,00000000;1,66666667;10,00000000;10,00000000;3,33333333;2,00000000
188_197;3,33333333;2,50000000;2,50000000;2,50000000;2,00000000;1,66666667;3,33333333;3,33333333;2,00000000;5,00000000;2,50000000;3,33333333;2,00000000;3,33333333;5,00000000;5,00000000;2,50000000;3,33333333;3,33333333;10,00000000
189_198;2,50000000;5,00000000;3,33333333;1,66666667;2,00000000;2,00000000;2,00000000;2,50000000;1,66666667;2,00000000;5,00000000;2,50000000;2,50000000;5,00000000;5,00000000;2,00000000;2,50000000;2,00000000;3,33333333;2,50000000
190_199;2,00000000;1,42857143;3,33333333;1,42857143;2,00000000;1,42857143;2,00000000;2,50000000;1,42857143;5,00000000;1,66666667;3,33333333;2,50000000;10,00000000;5,00000000;-;1,66666667;5,00000000;10,00000000;3,33333333
191_200;10,00000000;2,50000000;5,00000000;2,50000000;1,66666667;5,00000000;2,00000000;1,66666667;5,00000000;2,50000000;10,00000000;2,50000000;2,00000000;5,00000000;10,00000000;2,50000000;2,50000000;3,33333333;1,66666667;1,66666667
192_201;3,33333333;2,50000000;3,33333333;3,33333333;1,66666667;1,66666667;1,66666667;2,00000000;1,66666667;2,00000000;2,50000000;10,00000000;2,50000000;3,33333333;2,00000000;5,00000000;3,33333333;2,50000000;10,00000000;2,00000000
193_202;1,42857143;2,50000000;2,50000000;1,66666667;1,66666667;2,00000000;3,33333333;2,50000000;2,50000000;1,66666667;10,00000000;2,00000000;5,00000000;2,50000000;3,33333333;10,00000000;1,66666667;1,66666667;2,50000000;5,00000000
194_203;2,50000000;10,00000000;2,00000000;2,50000000;3,33333333;1,66666667;2,50000000;2,00000000;2,50000000;3,33333333;5,00000000;3,33333333;5,00000000;3,33333333;-;2,00000000;2,50000000;5,00000000;3,33333333;3,33333333
195_204;1,42857143;10,00000000;1,66666667;3,33333333;1,66666667;2,00000000;2,50000000;3,33333333;2,00000000;2,50000000;5,00000000;1,66666667;3,33333333;5,00000000;2,00000000;5,00000000;2,00000000;5,00000000;3,33333333;2,00000000
196_205;1,66666667;5,00000000;2,00000000;10,00000000;3,33333333;2,00000000;2,00000000;1,66666667;10,00000000;5,00000000;1,66666667;2,00000000;2,00000000;2,50000000;-;-;2,50000000;3,33333333;3,33333333;3,33333333
197_206;2,00000000;3,33333333;1,66666667;2,00000000;5,00000000;2,50000000;2,50000000;2,00000000;2,00000000;3,33333333;3,33333333;2,50000000;2,00000000;2,00000000;2,50000000;2,00000000;3,33333333;5,00000000;3,33333333;2,50000000
198_207;3,33333333;2,50000000;2,50000000;3,33333333;1,66666667;2,00000000;2,50000000;2,50000000;2,00000000;2,50000000;3,33333333;3,33333333;2,50000000;-;-;10,00000000;2,50000000;5,00000000;1,66666667;1,66666667
